id,nombre,edad,direcciones,semestre,promedio,materias,numInscripcion
1,Gabriel Ana Reza Romero,21,Av. Aguascalientes Sur N° 402,septimo semestre,8.294501,Lenguajes Formales y Automatas , Sistema de Comunicaciones , Calculo y Geometria Analitica , Ingenieria de Software , Sistemas Distribuciones,87764.13
118,Diego Rojas Enciso,18,Periférico Sur 2,primer semestre,9.177556,Optativa de Campo de Profundizacion , Analisis Numerico , Electricidad y Magnetismo , Compiladores , Señales y Sistemas,158793.72
119,Miguel Maria Ferreira Flores,18,General Cesar A Lara No. 223,primer semestre,6.9910464,Calculo Vectorial , Sistemas Distribuciones , Probabilidad , Robots Movilies , Optativa de Campo de Profundizacion,48444.6
120,Valentina Mateo Delgado Ibáñez,18,Carretera Arriaga Tapachula Numero 1,primer semestre,8.43037,Ecuacion Diferenciales , Dispositivos Electronicos , Fundamentos de Estadistica , Seguridad informatica , Computacion Grafica e Interaccion Humano-Computadora,279876.12
121,Felipe Rueda León,22,Calzada Emiliano Zapata No 3764 Primavera,noveno semestre,6.5548744,Algebra , Estructuras Discretas , Estructuras Discretas , Ingenieria de Software , Administracion de Redes,23197.725
122,Antonio Laura Córdova Jasso,19,Joaquin Miguel Gutierrez S7N,tercer semestre,8.312159,Estructuras Discretas , Administracion de Proyectos de Software , Cultura y Comunicacion , Algebra , Optativa de Campo de Profundizacion,85394.27
123,Daniel Pardo Arenas,18,Av. General Utrilla No. 26,primer semestre,9.365713,Calculo Integral , Lenguajes Formales y Automatas , Etica Profesional , Estructura y Programacion de Computadoras , Estructura de Datos y Aalgoritmos II,36329.074
124,Camila Andrés Hernández Fernández,19,Eje Vial 1 S/N,tercer semestre,6.3362765,Estructura y Programacion de Computadoras , Computacion Grafica Avanzada , Inteligencia Artificial , Programacion Orientada a Objetos , Cultura y Comunicacion,16812.709
125,Cristina Ana Valdez Peñaloza,20,Periférico Norte N° 3 Diego De Mazariegos,quinto semestre,5.5527534,Matematicas Avanzadas , Finanza en la Ingenieria en Computacion , Calculo Integral , Estructura de Datos y Aalgoritmos I , Programacion Orientada a Objetos,55931.887
126,Araceli Delgado Juárez,19,Periférico Norte N° 2 Bosques Del Pedregal,tercer semestre,5.6038346,Seguridad informatica , Estructuras Discretas , Compiladores , Estructura y Programacion de Computadoras , Analisis Numerico,24319.172
127,Valentina Esteban Maldonado Valdez,20,Eje Vial 1 S/N,quinto semestre,9.194864,Sistema de Comunicaciones , Ecuacion Diferenciales , Fundamentos de Estadistica , Fundamentos de Estadistica , Microcomputadoras,83323.01
128,Esteban Nava Ibáñez,19,Avenida 12 De Octubre N° 59,tercer semestre,7.6601257,Analisis Numerico , Algebra Lineal , Estructura y Programacion de Computadoras , Computacion Grafica e Interaccion Humano-Computadora , Estructura y Programacion de Computadoras,31348.307
129,Cecilia Emiliano Galindo Mimbrera,21,Av. Ignacio Allende Oriente No. 126,septimo semestre,5.057229,Mecanica , Dispositivos Electronicos , Administracion de Redes , Quimica , Fundamentos de Sistemas Embebidos,12570.993
130,Cecilia Valeria Jasso Carmona,21,Prolongación Central Oriente No 120 Rialfer Y Chiapa De Corzo,septimo semestre,6.9107285,Optativa de Ciencias Sociales y Humanidades , Circuitos Electricos , Sistemas Distribuciones , Redes de Datos Seguras , Recursos y Necesidades de Mexico,68647.555
131,Regina Guadalupe Reyes Marín,21,Calle Carretera A Villaflores No. 650,septimo semestre,9.19381,Estructura y Programacion de Computadoras , Mecanica , Probabilidad , Redaccion y Exposicion de Temas de Ingenieria , Circuitos Electricos,2855.7893
132,Jose León López,20,Calzada Al Sumidero No. 2330 M-75 L-56 Sec. 39,quinto semestre,9.09165,Optativa de Ciencias Sociales y Humanidades , Fundamentos de Fisica , Algebra Lineal , Fundamentos de Sistemas Embebidos , Fundamentos de Programacion,100503.69
133,Maria Gerardo Mimbrera León,18,4A Avenida Sur Prolongación 167 Colonia Cantarranas,primer semestre,5.013984,Robots Movilies , Algebra Lineal , Estructuras Discretas , Robots Movilies , Dispositivos Electronicos,42214.547
134,Daniel Enciso Díaz,21,6 Av Norte 2 Colonia Centro,septimo semestre,6.4880543,Matematicas Avanzadas , Sistemas Distribuciones , Cultura y Comunicacion , Estructura y Programacion de Computadoras , Electricidad y Magnetismo,37857.85
135,Sebastian Jasso León,22,Prolongacion 10 Avenida Sur Sin Numero Colonia Cantarranas,noveno semestre,6.221286,Ecuacion Diferenciales , Robots Movilies , Ingenieria de Software , Fundamentos de Estadistica , Recursos y Necesidades de Mexico,24222.69
136,Gloria Angel Peñaloza Toledo,22,Carretera Tapachula-Puerto Madero Km 2.5,noveno semestre,8.265071,Probabilidad , Sistema de Comunicaciones , Finanza en la Ingenieria en Computacion , Robots Movilies , Fundamentos de Estadistica,50641.473
137,Hugo Cristina Pérez Reza,19,Carretera A Puerto Madero Km. 3.5 Fraccionamiento Valle Dorado Ii Tapachula Chiapas,tercer semestre,5.8105063,Introduccion a la Economia , Fundamentos de Fisica , Ecuacion Diferenciales , Estructuras Discretas , Estructura de Datos y Aalgoritmos II,36247.727
138,Sofia Santiago Flores Pardo,20,14 Avenida Norte No. 100 Colonia Centro,quinto semestre,5.4118752,Sistema de Comunicaciones , Mecanica , Computacion Grafica Avanzada , Diseña Digital Moderno , Computacion Grafica e Interaccion Humano-Computadora,21438.912
139,Miguel Valentina Enciso Pérez,18,Av. Central Sur Nº 110,primer semestre,6.0564623,Fundamentos de Programacion , Diseña Digital Moderno , Microcomputadoras , Programacion Orientada a Objetos , Fundamentos de Sistemas Embebidos,20878.43
140,Eduardo Ibáñez Juárez,19,Blvd. Belisario Domínguez No. 4451,tercer semestre,6.4066715,Programacion Orientada a Objetos , Computacion Grafica Avanzada , Ingenieria de Software , Fundamentos de Sistemas Embebidos , Ingenieria de Software,3037.9558
141,Clara Maria Mimbrera Mimbrera,22,Belisario Dominguez No. 15,noveno semestre,8.14358,Organizacion y Arquitectura de Computadoras , Diseño Digital VLSI , Computacion Grafica Avanzada , Calculo Integral , Optativa de Campo de Profundizacion,27322.533
142,Maria Leonardo Toledo Rueda,19,Prolongación Avenida Hidalgo No. 311 Sobre Carretera Tonalá-Arriaga,tercer semestre,6.7854185,Administracion de Redes , Introduccion a la Economia , Introduccion a la Economia , Sistemas Operativos , Fundamentos de Fisica,149866.92
143,Ángela Reza Arenas,20,Av. Central,quinto semestre,6.770005,Redes de Datos Seguras , Calculo Vectorial , Administracion de Proyectos de Software , Quimica , Calculo Integral,45921.92
144,Andrés Carlos González Esquivel,21,Calle Central Hidalgo N° 561,septimo semestre,8.341063,Fundamentos de Programacion , Etica Profesional , Quimica , Analisis Numerico , Estructura de Datos y Aalgoritmos II,32203.027
145,Antonio Mateo Ibáñez Sosa,22,Blvad Belisario Domiguez 2058 Fracc Las Arboledas,noveno semestre,9.713255,Base de Datos , Algebra , Computo Movil , Estructura de Datos y Aalgoritmos II , Seguridad informatica,53508.86
146,Guadalupe Arenas Hernández,20,Cuarta Avenida Sur Oriente N° 390 Terán,quinto semestre,6.692761,Analisis Numerico , Estructura y Programacion de Computadoras , Analisis Numerico , Redaccion y Exposicion de Temas de Ingenieria , Calculo Vectorial,79859.75
147,Gerardo Ignacio Flores Vargas,18,Oriente Norte N° 1568 Las Galicias,primer semestre,9.966539,Base de Datos , Compiladores , Etica Profesional , Calculo y Geometria Analitica , Ecuacion Diferenciales,74339.55
148,David Enciso Romero,18,Av. Santa Teresa No. 218 Santa Cruz,primer semestre,9.446002,Estructuras Discretas , Sistemas Operativos , Optativa de Ciencias Sociales y Humanidades , Señales y Sistemas , Analisis Numerico,47781.81
149,Jorge Reza Jasso,19,Boulevard Fidel Velazquez N° 177 Las Aguilas,tercer semestre,8.645636,Robots Movilies , Computo Movil , Diseño Digital VLSI , Optativa de Campo de Profundizacion , Robots Movilies,5721.0327
150,Emiliano Cecilia Esquivel Ibáñez,18,Blvd. Belizario Dominguez 2058 Colonia Fraccionamiento Las Arboledas,primer semestre,6.1147413,Fundamentos de Sistemas Embebidos , Computacion Grafica Avanzada , Base de Datos , Quimica , Dispositivos Electronicos,62792.766
151,Miguel González Vargas,19,Blvd. Salomon Gonzalez Blanco # 4350,tercer semestre,5.4258494,Etica Profesional , Programacion Orientada a Objetos , Quimica , Base de Datos , Calculo Vectorial,4176.975
152,Valentina Valentina Pérez Millán,20,Anillo De Circunvalación Norte Oriente 5250,quinto semestre,5.395606,Optativa de Ciencias Sociales y Humanidades , Estructura y Programacion de Computadoras , Administracion de Redes , Base de Datos , Estructuras Discretas,3413.264
153,Araceli Valentina Juárez Lara,21,Blvd. Belisario Domínguez 1550,septimo semestre,9.796833,Recursos y Necesidades de Mexico , Seguridad informatica , Fundamentos de Programacion , Administracion de Proyectos de Software , Dispositivos Electronicos,6851.867
154,Gael Valentina Ibáñez López,19,Blvd. Ángel Albino Corzo No. 1280 Frac. La Salle,tercer semestre,5.271927,Organizacion y Arquitectura de Computadoras , Estructura de Datos y Aalgoritmos I , Sistema de Comunicaciones , Calculo Vectorial , Administracion de Proyectos de Software,144691.84
155,Araceli Peralta Vargas,21,Periférico De La Juventud No. 2200 Fracc. Haciendas Del Valle,septimo semestre,5.9201746,Sistemas Distribuciones , Lenguajes Formales y Automatas , Computacion Grafica Avanzada , Mecanica , Lenguajes Formales y Automatas,43817.93
156,Victoria Marín Lemus,20,Boulevard Juan Pablo Ii No.10110,quinto semestre,6.781788,Calculo y Geometria Analitica , Algebra , Microcomputadoras , Ingenieria de Software , Fundamentos de Fisica,4420.9927
157,Emiliano Vargas Fuentes,22,Camilo Torres No. 2702,noveno semestre,6.340434,Estructura de Datos y Aalgoritmos II , Redaccion y Exposicion de Temas de Ingenieria , Fundamentos de Estadistica , Fundamentos de Estadistica , Recursos y Necesidades de Mexico,137259.0
158,Cecilia Peñaloza Delgado,22,Perimetral Carlos Amaya No. 4304,noveno semestre,8.109493,Administracion de Redes , Base de Datos , Quimica , Organizacion y Arquitectura de Computadoras , Recursos y Necesidades de Mexico,45322.344
159,Andrés Cristina Hernández Millán,18,Av De La Juventud Luis Donaldo Colosio Num 6101,primer semestre,5.2349243,Calculo Vectorial , Fundamentos de Sistemas Embebidos , Computacion Grafica Avanzada , Calculo Integral , Redaccion y Exposicion de Temas de Ingenieria,39052.48
160,Leonardo Peralta De los Santos,20,Blvd. Jose Fuentes Mares #8820,quinto semestre,6.953786,Finanza en la Ingenieria en Computacion , Compiladores , Algebra , Redaccion y Exposicion de Temas de Ingenieria , Redes de Datos Seguras,63539.598
161,Hugo Galindo Gil,19,Avenida Homero No. 4400,tercer semestre,5.2908063,Diseño Digital VLSI , Microcomputadoras , Seguridad informatica , Algebra Lineal , Sistemas Distribuciones,51596.69
162,Sofia Mimbrera Lara,22,Periferico De La Juventud 2200 Colonia Haciendas Del Valle,noveno semestre,5.888853,Fundamentos de Sistemas Embebidos , Circuitos Electricos , Sistemas Distribuciones , Administracion de Redes , Sistemas Distribuciones,26821.197
163,Diego Sofia Fernández Fuentes,19,Av. Homero #200,tercer semestre,8.670176,Base de Datos , Estructura de Datos y Aalgoritmos I , Etica Profesional , Recursos y Necesidades de Mexico , Quimica,44504.12
164,Matias Karla Castillejos León,20,Av. Vialidad Los Nogales No. 2703 Fracc. Comercial Los Nogales,quinto semestre,7.665603,Fundamentos de Fisica , Circuitos Electricos , Computo Movil , Estructura de Datos y Aalgoritmos II , Analisis Numerico,6587.053
165,Araceli Jacqueline Corona López,18,Periférico De La Juventud No. 2200,primer semestre,6.8646164,Lenguajes Formales y Automatas , Fundamentos de Fisica , Compiladores , Fundamentos de Sistemas Embebidos , Estructura de Datos y Aalgoritmos I,10427.077
166,David Marín Corona,22,Blvd. Ing. Jorge De Jesus Castillo Cabrera No. 1020,noveno semestre,5.100876,Redaccion y Exposicion de Temas de Ingenieria , Quimica , Electricidad y Magnetismo , Señales y Sistemas , Calculo Vectorial,15870.221
167,Camila Flores Rodríguez,18,Ave 16 De Septiembre #3600 Col Los Manzanos,primer semestre,6.5502834,Estructuras Discretas , Analisis Numerico , Calculo Integral , Dispositivos Electronicos , Compiladores,53355.066
168,Araceli Martínez Romero,20,Av. Tecnologico No. 2,quinto semestre,8.371222,Estructura de Datos y Aalgoritmos I , Computo Movil , Circuitos Electricos , Computo Movil , Lenguajes Formales y Automatas,40492.664
169,Maria Enciso Reyes,19,Ave. Ferrocarril Ote. # 105 Col Terrazas.,tercer semestre,8.832876,Computacion Grafica e Interaccion Humano-Computadora , Organizacion y Arquitectura de Computadoras , Fundamentos de Programacion , Base de Datos , Finanza en la Ingenieria en Computacion,78992.66
170,Mateo Diego Flores Flores,18,Av. Rio San Pedro Sur No. 1701,primer semestre,6.1655498,Algebra Lineal , Estructura y Programacion de Computadoras , Computacion Grafica e Interaccion Humano-Computadora , Algebra Lineal , Electricidad y Magnetismo,768.12476
171,Sebastian Ximena Pérez Enciso,21,Av. De Las Garzas No. 64,septimo semestre,7.518956,Recursos y Necesidades de Mexico , Finanza en la Ingenieria en Computacion , Señales y Sistemas , Optativa de Ciencias Sociales y Humanidades , Algebra Lineal,105750.125
172,Eduardo López Sosa,21,Av. Tecnologico #31,septimo semestre,6.2574215,Estructura de Datos y Aalgoritmos II , Computo Movil , Electricidad y Magnetismo , Ingenieria de Software , Quimica,58573.016
173,Ignacio Lara Maldonado,19,Av. Tecnologico S/N,tercer semestre,8.265875,Estructuras Discretas , Redaccion y Exposicion de Temas de Ingenieria , Computacion Grafica Avanzada , Inteligencia Artificial , Redaccion y Exposicion de Temas de Ingenieria,20911.871
174,Ángela Hernández Flores,19,Blvd. Independencia No. 2990,tercer semestre,5.632925,Ecuacion Diferenciales , Ecuacion Diferenciales , Computo Movil , Fundamentos de Fisica , Administracion de Redes,11621.89
175,Maria Lemus Carmona,18,Avenida De Las Industrias No. 17101,primer semestre,9.647133,Sistemas Distribuciones , Diseña Digital Moderno , Estructura de Datos y Aalgoritmos I , Computacion Grafica e Interaccion Humano-Computadora , Algebra,14622.093
176,Eduardo Maria Pardo Romero,21,Ave. Jilotepec No. 10110,septimo semestre,5.3540554,Fundamentos de Programacion , Matematicas Avanzadas , Estructura de Datos y Aalgoritmos I , Matematicas Avanzadas , Analisis Numerico,55419.137
177,Alejandra Diego Martínez Nava,20,Ave. Juárez No. 800,quinto semestre,9.323343,Inteligencia Artificial , Circuitos Electricos , Ecuacion Diferenciales , Diseño Digital VLSI , Etica Profesional,96448.35
178,Angel Araceli Rueda García,18,Blvd. Zaragoza No. 6008,primer semestre,5.850178,Calculo y Geometria Analitica , Estructura de Datos y Aalgoritmos I , Fundamentos de Estadistica , Robots Movilies , Algebra,31647.03
179,Fernanda Castillejos Díaz,18,Paseo Del Triunfo De La Republica No. 4630,primer semestre,8.631011,Estructura y Programacion de Computadoras , Analisis Numerico , Recursos y Necesidades de Mexico , Administracion de Proyectos de Software , Optativa de Campo de Profundizacion,33277.957
180,Daniel Felipe Díaz López,20,Av. Ejército Nacional No. 7445,quinto semestre,9.311623,Organizacion y Arquitectura de Computadoras , Diseña Digital Moderno , Fundamentos de Estadistica , Cultura y Comunicacion , Ingenieria de Software,72162.234
181,Mateo Felipe Ferreira Martínez,20,Av. De Las Torres No. 1571,quinto semestre,6.9921803,Algebra Lineal , Diseña Digital Moderno , Computo Movil , Fundamentos de Programacion , Etica Profesional,2798.2097
182,Victoria Ibáñez Corona,19,Av. Ejercito Nacional No. 7445,tercer semestre,7.3096514,Sistemas Distribuciones , Compiladores , Fundamentos de Programacion , Ecuacion Diferenciales , Estructura de Datos y Aalgoritmos II,7077.242
183,Regina Gloria Sosa Sosa,19,Carretera A Chihuahua,tercer semestre,8.607567,Sistemas Operativos , Estructura y Programacion de Computadoras , Algebra , Optativa de Ciencias Sociales y Humanidades , Optativa de Campo de Profundizacion,125858.06
184,Jorge Maria García Nava,22,Melchor Guaspe No. 4002,noveno semestre,8.685976,Sistemas Distribuciones , Sistema de Comunicaciones , Sistema de Comunicaciones , Sistemas Operativos , Algebra Lineal,103763.984
185,Hugo Carmona Córdova,19,Juan Aldama No. 1104,tercer semestre,7.9241023,Ecuacion Diferenciales , Optativa de Campo de Profundizacion , Quimica , Optativa de Ciencias Sociales y Humanidades , Quimica,7841.7075
186,Laura Lara Maldonado,21,Ave. 5 De Mayo No. 1209,septimo semestre,5.142703,Redes de Datos Seguras , Redes de Datos Seguras , Cultura y Comunicacion , Quimica , Redes de Datos Seguras,1989.8951
187,Diego Diego Galindo Toledo,21,Boulevard Libre Comercio No. 204,septimo semestre,7.364913,Mecanica , Recursos y Necesidades de Mexico , Redes de Datos Seguras , Fundamentos de Estadistica , Ingenieria de Software,13592.069
188,Alejandra Santiago Rueda Vargas,21,Av. Desarrollo No. 1801,septimo semestre,9.820028,Mecanica , Algebra Lineal , Probabilidad , Calculo Vectorial , Base de Datos,21579.418
189,Gloria Héctor Millán Carmona,22,Puerto De Palos No. 1850,noveno semestre,5.775543,Lenguajes Formales y Automatas , Fundamentos de Estadistica , Sistema de Comunicaciones , Robots Movilies , Computacion Grafica Avanzada,16369.807
190,Ignacio Mateo Nava Arenas,22,Cristobal Colon No. 1,noveno semestre,7.47421,Ingenieria de Software , Probabilidad , Calculo Vectorial , Administracion de Proyectos de Software , Calculo Integral,75534.414
191,Héctor Ángela Delgado García,21,Ave. Lic. Benito Juarez No. 1401,septimo semestre,8.9748335,Base de Datos , Robots Movilies , Estructuras Discretas , Administracion de Redes , Calculo Integral,22274.266
192,Miguel Sofia Flores Fernández,22,Boulevard Fundadores No. 3551,noveno semestre,8.662268,Electricidad y Magnetismo , Analisis Numerico , Finanza en la Ingenieria en Computacion , Lenguajes Formales y Automatas , Estructura y Programacion de Computadoras,60349.04
193,Felipe Rodríguez Román,19,Av. Instituto Tecnológico De Chihuahua No. 8501,tercer semestre,9.702164,Optativa de Ciencias Sociales y Humanidades , Optativa de Campo de Profundizacion , Lenguajes Formales y Automatas , Quimica , Calculo y Geometria Analitica,194068.64
194,Emiliano Miguel Martínez Millán,18,Vicente Guerrero No. 308 Norte,primer semestre,9.602579,Redaccion y Exposicion de Temas de Ingenieria , Programacion Orientada a Objetos , Recursos y Necesidades de Mexico , Optativa de Ciencias Sociales y Humanidades , Finanza en la Ingenieria en Computacion,8407.524
195,Gabriel Juan Córdova Martínez,22,Libramiento Emilio Mendoza Cisneros No. 2000,noveno semestre,8.124847,Ingenieria de Software , Recursos y Necesidades de Mexico , Algebra , Base de Datos , Etica Profesional,16013.138
196,Regina Daniel Guadarrama Marín,20,Calzada Lázaro Cárdenas S/N Sector 13 Manzana 11,quinto semestre,9.111967,Etica Profesional , Analisis Numerico , Electricidad y Magnetismo , Optativa de Campo de Profundizacion , Matematicas Avanzadas,148097.58
197,Gerardo Valentina Pardo Lara,19,Boulevard Francisco Sarabia No. 90,tercer semestre,5.9103,Optativa de Ciencias Sociales y Humanidades , Estructuras Discretas , Algebra , Mecanica , Calculo Integral,13678.729
198,Gloria Gerardo Arenas De los Santos,20,Boulevard Francisco I. Madero No 40,quinto semestre,9.220096,Compiladores , Programacion Orientada a Objetos , Diseño Digital VLSI , Quimica , Fundamentos de Estadistica,33875.652
199,Diego Ignacio Fuentes López,20,Boulevard Ejército Nacional No. 50,quinto semestre,6.677134,Lenguajes Formales y Automatas , Introduccion a la Economia , Señales y Sistemas , Computacion Grafica e Interaccion Humano-Computadora , Sistemas Operativos,1452.9507
200,Matias Victoria García García,19,Boulevard Fundadores No. 3565,tercer semestre,6.730892,Recursos y Necesidades de Mexico , Estructura de Datos y Aalgoritmos I , Electricidad y Magnetismo , Señales y Sistemas , Matematicas Avanzadas,8142.888
201,Regina Juan Corona Juárez,20,Boulevard Harold Pape No. 605,quinto semestre,8.417707,Optativa de Ciencias Sociales y Humanidades , Ingenieria de Software , Estructura de Datos y Aalgoritmos II , Ecuacion Diferenciales , Diseña Digital Moderno,7935.285
202,Guadalupe Castillejos Marín,20,Periferico Luis Echeverría Alvarez No 2715,quinto semestre,9.138464,Fundamentos de Estadistica , Base de Datos , Electricidad y Magnetismo , Matematicas Avanzadas , Algebra,208243.95
203,Maria Mateo Galindo Millán,22,Boulevard Torreón- Matamoros No 6715,noveno semestre,9.231675,Fundamentos de Sistemas Embebidos , Mecanica , Ingenieria de Software , Redes de Datos Seguras , Calculo Integral,25694.838
204,Karla Regina Juárez Guadarrama,20,Boulevard Mirasierra No. 202,quinto semestre,9.911377,Estructuras Discretas , Mecanica , Seguridad informatica , Diseño Digital VLSI , Redaccion y Exposicion de Temas de Ingenieria,54472.582
205,Juan Fernández Galindo,19,Periferico Luis Echeverria Alvarez No. 155,tercer semestre,6.425936,Seguridad informatica , Sistemas Operativos , Matematicas Avanzadas , Ecuacion Diferenciales , Base de Datos,6687.823
206,Santiago Román Romero,20,Universidad No 580,quinto semestre,5.234379,Quimica , Optativa de Campo de Profundizacion , Calculo y Geometria Analitica , Microcomputadoras , Dispositivos Electronicos,11899.735
207,Matias Vargas Guadarrama,20,Paseo Del Tecnologico S/N,quinto semestre,5.720949,Circuitos Electricos , Sistemas Operativos , Computo Movil , Organizacion y Arquitectura de Computadoras , Administracion de Proyectos de Software,31450.457
208,Gabriel Hernández Ferreira,20,Ave. Brasil 1010 Colonia Anahuac,quinto semestre,6.8406043,Probabilidad , Probabilidad , Redaccion y Exposicion de Temas de Ingenieria , Estructura de Datos y Aalgoritmos II , Ingenieria de Software,30945.496
209,Eduardo Galindo Enciso,21,Boulevard Los Cedros Manzana 168 Lote1 Fraccionamiento Nuevo Mirasierra Tercera Etapa,septimo semestre,6.9566765,Fundamentos de Sistemas Embebidos , Introduccion a la Economia , Seguridad informatica , Lenguajes Formales y Automatas , Algebra Lineal,28095.615
210,Valentina Ferreira Guadarrama,20,Av. Revolución Mexicana N° 1116 Tierra Y Libertad,quinto semestre,8.579969,Estructura y Programacion de Computadoras , Robots Movilies , Estructuras Discretas , Compiladores , Organizacion y Arquitectura de Computadoras,114935.47
211,Ana Ignacio Reyes Pardo,22,Nísperos N° 457 Del Río,noveno semestre,5.3135247,Organizacion y Arquitectura de Computadoras , Programacion Orientada a Objetos , Fundamentos de Sistemas Embebidos , Algebra Lineal , Sistemas Operativos,56251.78
212,Cecilia Romero Peralta,20,Once Nº 1005 Hipódromo,quinto semestre,7.8509293,Sistemas Operativos , Fundamentos de Sistemas Embebidos , Inteligencia Artificial , Compiladores , Algebra,7393.8193
213,Diego Cristina Román Flores,22,Av. 5 De Febrero N° 830 Progreso,noveno semestre,7.6544385,Computacion Grafica Avanzada , Sistemas Distribuciones , Ingenieria de Software , Fundamentos de Sistemas Embebidos , Computacion Grafica Avanzada,42278.523
214,Cecilia Clara Díaz Millán,19,Socorro No. 110,tercer semestre,6.972966,Calculo Vectorial , Sistemas Operativos , Estructura de Datos y Aalgoritmos II , Fundamentos de Estadistica , Electricidad y Magnetismo,17986.309
215,Gloria Enciso Delgado,22,Prolongación Otilio Gonzalez No. 2600,noveno semestre,7.1539,Cultura y Comunicacion , Compiladores , Analisis Numerico , Redes de Datos Seguras , Microcomputadoras,42340.324
216,Angel Castillejos Marín,18,Boulevard 16 De Septiembre No. 401,primer semestre,8.996098,Organizacion y Arquitectura de Computadoras , Lenguajes Formales y Automatas , Mecanica , Lenguajes Formales y Automatas , Recursos y Necesidades de Mexico,17634.914
217,Emiliano Peñaloza Reza,18,Blvd. Eliseo Mendoza Berrueto 2301,primer semestre,5.9078856,Estructura de Datos y Aalgoritmos I , Computo Movil , Computacion Grafica Avanzada , Ingenieria de Software , Sistema de Comunicaciones,4189.4937
218,Araceli Gloria Jasso Flores,19,Boulevard Plan De Guadalupe No. 1200,tercer semestre,7.331432,Diseña Digital Moderno , Diseño Digital VLSI , Ecuacion Diferenciales , Circuitos Electricos , Estructura de Datos y Aalgoritmos II,15956.228
219,Sebastian Vargas Romero,22,Boulevard Gustavo Diaz Ordaz N° 754 Manzana 12 Lote 7 Al 13 Fraccionamiento El Escorial,noveno semestre,9.715921,Estructura de Datos y Aalgoritmos II , Computacion Grafica e Interaccion Humano-Computadora , Inteligencia Artificial , Compiladores , Base de Datos,56142.95
220,Daniel Reza Arenas,20,Boulevard Mariano Flores N° 2042 Manzana 37 Lote 04 Fracc. Analco,quinto semestre,8.943195,Calculo Vectorial , Administracion de Proyectos de Software , Calculo Integral , Organizacion y Arquitectura de Computadoras , Optativa de Ciencias Sociales y Humanidades,7196.925
221,Carlos Jacqueline Pardo Córdova,21,Boulevard Gustavo Diaz Ordaz Lote 6 Manzana 9 La Gran Hacienda,septimo semestre,6.6921787,Diseña Digital Moderno , Estructura y Programacion de Computadoras , Señales y Sistemas , Sistema de Comunicaciones , Optativa de Ciencias Sociales y Humanidades,5981.4634
222,Ángela Pardo Rueda,19,Av. Hermenegildo Farias No. 356 Norte,tercer semestre,6.6678934,Compiladores , Estructura de Datos y Aalgoritmos I , Electricidad y Magnetismo , Administracion de Redes , Fundamentos de Estadistica,33626.77
223,Cecilia Marín Fernández,20,Boulevard Enrique Martin Y Martinez Manzana 15 Lotes 123 Y 4 Girasol,quinto semestre,6.7971406,Redes de Datos Seguras , Algebra , Algebra Lineal , Administracion de Proyectos de Software , Optativa de Campo de Profundizacion,17870.105
224,Sofia Emiliano Arenas Pérez,20,Boulevard Morelos Manzana D Lote 1 Al 6 Morelos,quinto semestre,7.52018,Inteligencia Artificial , Fundamentos de Sistemas Embebidos , Calculo y Geometria Analitica , Administracion de Redes , Sistemas Operativos,112319.89
225,Felipe Díaz Esquivel,18,Torre De Las Magnolias S/N Valle De Las Torres,primer semestre,7.7846766,Cultura y Comunicacion , Cultura y Comunicacion , Compiladores , Computacion Grafica Avanzada , Microcomputadoras,25339.264
226,Gloria Peralta Peralta,18,Prolongacion Presidente Cardenas Manzana 13 Lotes 13 Y 14 Sierra Del Poniente,primer semestre,5.6077304,Etica Profesional , Redes de Datos Seguras , Recursos y Necesidades de Mexico , Compiladores , Analisis Numerico,43392.523
227,Jorge Flores García,22,Boulevard Miguel Hidalgo N° 1400 Lotes 19 20 21 Y 22 B Ampliación Miguel Hidalgo,noveno semestre,9.43144,Estructura de Datos y Aalgoritmos I , Mecanica , Electricidad y Magnetismo , Fundamentos de Fisica , Algebra Lineal,20188.299
228,Angel Ferreira Mimbrera,18,Prolongación Boulevard Revolución N° 460 Manzana 29 Lote 1 Misión Cerritos,primer semestre,5.5088344,Organizacion y Arquitectura de Computadoras , Estructura de Datos y Aalgoritmos I , Ingenieria de Software , Ecuacion Diferenciales , Sistemas Distribuciones,7750.147
229,Alejandra Angel Ibáñez Rueda,20,Libertad Manzana 78 Lotes 26 27 47 48 Y 49 Bellavista,quinto semestre,7.2563267,Calculo y Geometria Analitica , Etica Profesional , Optativa de Campo de Profundizacion , Redes de Datos Seguras , Electricidad y Magnetismo,49328.195
230,Sofia Nava Marín,21,Av. Francisco Urdiñola N° 196 Agua Azul,septimo semestre,9.666653,Sistemas Distribuciones , Cultura y Comunicacion , Inteligencia Artificial , Dispositivos Electronicos , Cultura y Comunicacion,7647.5493
231,Emiliano Araceli Valdez Galindo,21,Av. Del Rosal N° 654 Manzana 30 Lote 20. Alfredo Bonfil,septimo semestre,9.24728,Sistemas Operativos , Lenguajes Formales y Automatas , Diseña Digital Moderno , Fundamentos de Estadistica , Inteligencia Artificial,22044.23
232,Jacqueline Reza Juárez,22,Av. Prolongacion Francisco De Urdiñola N°3950 Villas De San Lorenzo,noveno semestre,6.522982,Introduccion a la Economia , Fundamentos de Estadistica , Analisis Numerico , Lenguajes Formales y Automatas , Robots Movilies,41352.613
233,Alejandra Regina Gil Martínez,20,Av. Poniente N° 2979 Vista Hermosa,quinto semestre,9.391098,Organizacion y Arquitectura de Computadoras , Inteligencia Artificial , Ingenieria de Software , Probabilidad , Ecuacion Diferenciales,246915.16
